trope	description	trope_url
Rediscovering Roots Trip	A character who was raised in another culture returns to their family's motherland in a quest for self-identity.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RediscoveringRootsTrip
Red Is Heroic	Red is the color of heroes.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedIsHeroic
Red Is Violent	The color red associated with violent, murderous and blood-hungry characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedIsViolent
Red Light District	Where all of the bars and sex-workers are. Don't bring your kids.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedLightDistrict
Red Ones Go Faster	ZOOM!!! ZOOM!!!	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedOnesGoFaster
Red Oni Blue Oni	Two characters, one passionate, headstrong and wild (red), and the other level-headed, collected and rational (blue), are associated with each other for contrast.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedOniBlueOni
Red Pill Blue Pill	Choosing either the Adventure or a normal life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedPillBluePill
Redplica Baron	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedplicaBaron
Red Right Hand	A physical flaw signifying that a character is evil.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedRightHand
Red Scare	Fearmongering over scary dogmatic communists.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedScare
Red Shirt	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedShirt
Redshirt Army	Good guy Mooks... or many nameless extras who will die.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedshirtArmy
Redshirt Reporter	Being a journalist can be a deadly job.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedshirtReporter
Red Skies Crossover	A crossover in which a story element affects all parties, but said parties don't necessarily meet because of it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedSkiesCrossover
Red Sky Take Warning	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedSkyTakeWarning
Red Sock Ruins The Laundry	A single deep-colored fabric stains the whole wash with its tint.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedSockRuinsTheLaundry
Red String Of Fate	Character knows another character is their soulmate because a plot device connects to them. (Invisible red string, birthmarks, and timers are popular.)	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedStringOfFate
Redubbing	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Redubbing
Reduce Aggro	A technique used to decrease attention from enemies.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReduceAggro
Reduced Mana Cost	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReducedManaCost
Reduced To Dust	Something, usually a person, gets destroyed and the only thing that remains is dust.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReducedToDust
Reduced To Ratburgers	A desperately starving character eats rats just to survive.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReducedToRatburgers
Redundant Parody	Hey, let's put this in our parody!... wait, they did that themselves?	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedundantParody
Redundant Rescue	The Big Damn Heroes find out that they didn't need to rescue their target anyway.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedundantRescue
Redundant Researcher	Researches of NPCs are guaranteed to fail because they're just NPCs.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedundantResearcher
Redundant Romance Attempt	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RedundantRomanceAttempt
Reed Richards Is Useless	Amazing things in Speculative Fiction never improve society, because Status Quo Is God.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReedRichardsIsUseless
Reed Snorkel	Using a reed to breathe underwater.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReedSnorkel
Reentry Scare	Radio silence during atmospheric reentry causes tension.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReentryScare
Referenced By	Work mentioned in another work.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReferencedBy
Reference Overdosed	A work loaded with Shout Outs and homages.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReferenceOverdosed
Referential Mania	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReferentialMania
Refining Resources	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefiningResources
Refitted For Sequel	Things that aren't in the original work get shown in the sequel.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefittedForSequel
Reflecting Laser	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReflectingLaser
Reflectionless Useless Eyes	Eyes that don't reflect light = Blind eyes	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReflectionlessUselessEyes
Reflective Eyes	Characters' eyes reflect something they see.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReflectiveEyes
Reflexive Remark Of Reverence	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReflexiveRemarkOfReverence
Reflexive Response	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReflexiveResponse
Reforged Blade	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReforgedBlade
Reforged Into A Minion	A character is rebuilt as one of the Big Bad's minions.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReforgedIntoAMinion
Reformed Bully	A former bully becomes nicer.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformedBully
Reformed But Not Tamed	Character turning to the side of the face retains heel elements.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformedButNotTamed
Reformed But Rejected	Everyone else refuses to acknowledge a character's HeelFace Turn.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformedButRejected
Reformed Criminal	Small time Criminals who have a change of heart and join the good guys.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformedCriminal
Reformed Rakes	All the sexy Bad Boy/Draco in Leather Pants needs is like-OMG TRUE LOVE and then he'll be the perfect husband!	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformedRakes
Reformulated Game	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReformulatedGame
Refrain From Assuming	They keep singing something that's not the title.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefrainFromAssuming
Refrigerator Ambush	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefrigeratorAmbush
Refugee From Time	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefugeeFromTime
Refugee From TV Land	Fictional characters experience Real Life, usually leading to the characters discovering that they're just figments of someone else's imagination.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefugeeFromTVLand
Refusal Of The Call	The plot wants the character, but the character doesn't want the plot.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefusalOfTheCall
Refusal Of The Second Call	The hero from the original work nopes out of world-saving in the sequel.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefusalOfTheSecondCall
Refused By The Call	You want The Call, the Call doesn't want you.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefusedByTheCall
Refuse To Rescue The Disliked	A character refuses to save someone they don't like.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefuseToRescueTheDisliked
Refusing Paradise	A dead character chooses to return from the dead instead of going to a peaceful afterlife.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RefusingParadise
Regal Ringlets	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegalRinglets
Regal Ruff	Wearing a ruff collar indicates aristocracy or association with aristocracy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegalRuff
Regenerating Health	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegeneratingHealth
Regenerating Mana	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegeneratingMana
Regenerating Shield Static Health	When a barrier recovers automatically from damage. Health/hull does not.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegeneratingShieldStaticHealth
Regent For Life	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegentForLife
Reggae	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Reggae
Regime Change	One government forcibly removes another government's leader to install their own proxy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegimeChange
Regional Bonus	Extra content added to a later release in another country.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegionalBonus
Regional Redecoration	The local or global geography changes because of a cataclysmic event.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegionalRedecoration
Regional Riff	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegionalRiff
Regional Speciality	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegionalSpeciality
Regret Eating Me	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegretEatingMe
Regretful Traitor	A traitor who is regretful.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegretfulTraitor
Regular Caller	They get a new call frequently.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegularCaller
Regular Character	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegularCharacter
Regularly Scheduled Evil	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RegularlyScheduledEvil
Rei Ayanami Expy	Character that looks and acts like Neon Genesis Evangelion's Rei Ayanami, and isn't her clone.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReiAyanamiExpy
Reign Of Terror	La Résistance purges elements of The Empire... violently.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReignOfTerror
Reimagining The Artifact	Taking a once ill-fitting leftover concept and reinventing to fit the new.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReimaginingTheArtifact
Reincarnate In Another World	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReincarnateInAnotherWorld
Reincarnation	The essence of a deceased person's soul is reborn into a new living person.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Reincarnation
Reincarnation Friendship	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReincarnationFriendship
Reincarnation Identifying Trait	A physical or personality trait is used to identify someone as the reincarnation of another character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReincarnationIdentifyingTrait
Reincarnation Romance	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReincarnationRomance
Reinforce Field	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReinforceField
Reinventing The Telephone	People use exotic means of communication even when mundane ones exist that would work better.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReinventingTheTelephone
Reinventing The Wheel	Those upgrades you researched don't carry over between campaign missions.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReinventingTheWheel
Rejected Apology	Sorry is not going to cut it this time.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RejectedApology
Rejected Marriage Proposal	"Someone says ""no"" to a marriage proposal."	http://tvtropes.org/pmwiki/pmwiki.php/Main/RejectedMarriageProposal
Rejecting The Inheritance	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RejectingTheInheritance
Rejection Affection	Continuing to chase after an unrequited crush no matter how often they reject you.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RejectionAffection
Rejection Ritual	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RejectionRitual
Related In The Adaptation	Two or more characters who aren't related in the original are in the adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelatedInTheAdaptation
Relationship Ceiling	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipCeiling
Relationship Chart	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipChart
Relationship Compression	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipCompression
Relationship Reboot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipReboot
Relationship Reset Button	An in-universe explanation for a couple suddenly falling apart and having to re-start their relationship from scratch.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipResetButton
Relationship Reveal	A simply implied couple becomes official.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipReveal
Relationship Revolving Door	A couple keeps breaking up and then getting back together.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipRevolvingDoor
Relationship Sabotage	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipSabotage
Relationship Salvaging Disaster	A catastrophe convinces two estranged characters to kiss and make up.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipSalvagingDisaster
Relationship Sue	A Mary Sue that is a perfect partner for a specific character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipSue
Relationship Upgrade	They're finally an Official Couple.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipUpgrade
Relationship Values	A video game feature that reflects on how characters feel about you.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipValues
Relationship Voice Actor	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipVoiceActor
Relationship Writing Fumble	Accidental subtext makes a platonic relationship come off romantic.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelationshipWritingFumble
Relative Button	Villain kicks the dog by taunting a victim about their family/friend/lover/whatever that the bad guy killed - unfortunately for them, this tends to be a major breaking point for the victim.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelativeButton
Relative Error	Close relatives are mistaken for lovers by someone who doesn't know them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelativeError
Relatively Flimsy Excuse	Claiming somebody is a relative as an excuse for them being around. Even though s/he clearly isn't.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelativelyFlimsyExcuse
Relative Ridicule	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelativeRidicule
Relax O Vision	Censoring graphic scenes by substituting pleasant images.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelaxOVision
Release Date Change	Due to circumstances, the release of a work is rescheduled to a slightly earlier or later date.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReleaseDateChange
Released To Elsewhere	"When Never Say ""Die"" is reinforced in-universe."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReleasedToElsewhere
Releasing From The Promise	The character who received a promise releases the promise-maker.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReleasingFromThePromise
Relegated Mentor	Teacher who proclaims to have outlived their own usefulness.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelegatedMentor
Reliably Unreliable Guns	All guns are subject to malfunction at the worst times; you can rely on them being unreliable.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReliablyUnreliableGuns
Relieved Failure	A character is actually grateful to have failed in their struggle.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelievedFailure
Relieving The Reaper	Someone temporarily takes over Death's job.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelievingTheReaper
Religion Is Magic	Religions can give you Stock Superpowers	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligionIsMagic
Religion Is Right	Religious beliefs are demonstrably accurate.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligionIsRight
Religion Is Wrong	Humans should Outgrow Such Silly Superstitions and move on to greater, more material things.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligionIsWrong
Religion Of Evil	Religion focused on dark powers and evil intentions.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligionOfEvil
Religion Rant Song	A song that criticizes religion.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligionRantSong
Religious And Mythological Theme Naming	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousAndMythologicalThemeNaming
Religious Bruiser	A fighter or rebel turns out to be very religious.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousBruiser
Religious Horror	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousHorror
Religious Redub	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousRedub
Religious Robot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousRobot
Religious Russian Roulette	If God doesn't come to save me, I'll no longer believe.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousRussianRoulette
Religious Stereotype	A stereotype made about a religion.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousStereotype
Religious Vampire	Vampires that adhere to traditional faiths, whether real or fictious.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReligiousVampire
Relocating The Explosion	Can't defuse the bomb? Move it elsewhere so it will explode without hurting anyone.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RelocatingTheExplosion
Reluctant Fanservice Girl	Whether she likes it or not, she's Ms. Fanservice.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantFanserviceGirl
Reluctant Gift	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantGift
Reluctant Mad Scientist	A scientist discovers a new technology with the hopes of making humanity more peaceful and prosperous. Said technology is used for war and devastation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantMadScientist
Reluctant Monster	A monster that doesn't like hurting people and just wants to have fun.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantMonster
Reluctant Psycho	A lunatic who doesn't want to be one.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantPsycho
Reluctant Retiree	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantRetiree
Reluctant Ruler	The person who doesn't want power is most suitable to receive it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantRuler
Reluctant Warrior	Only fights when it's absolutely necessary.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReluctantWarrior
Remade For The Export	A game isn't released outside of its home country at first, then when it is, it's remade.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemadeForTheExport
Remake Cameo	Actor from original work has a cameo in the remake.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemakeCameo
Remarried To The Mistress	A man marries his mistress once his wife is out of the picture.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemarriedToTheMistress
Remarrying For Your Kids	Remarrying in order to give your child(ren) a parental figure missing from their life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemarryingForYourKids
Remaster	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Remaster
Remembered I Could Fly	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberedICouldFly
Remembered Too Late	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberedTooLate
Remember That You Trust Me	A character is reminded that he trusts his friends.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberThatYouTrustMe
Remember The Alamo	A Battlecry remarking a past enemy's atrocity.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberTheAlamo
Remember The Dead	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberTheDead
Remember The New Guy	A new character who is treated like they've always been a regular character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberTheNewGuy
Remember When You Blew Up A Sun	"""Remember when you had that Moment of Awesome?"""	http://tvtropes.org/pmwiki/pmwiki.php/Main/RememberWhenYouBlewUpASun
Remilitarized Zone	Generic Video Game military-themed area.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemilitarizedZone
Reminder Failure	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReminderFailure
Reminder Of Impossibility	Telling someone they can't logically do something immediately causes them to fail.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReminderOfImpossibility
Reminiscing About Your Victims	Someone fondly recalls a victim they murdered, raped, etc.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReminiscingAboutYourVictims
Remittance Man	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemittanceMan
Remix Album	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemixAlbum
Remix Comic	Editing frames from a comic strip or comic book for a laugh.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemixComic
Remixed Level	A level that was previously visited by the character is re-done.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemixedLevel
Remonstrating With A Gun	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemonstratingWithAGun
Remote Body	A body that an individual can control from a general range.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemoteBody
Remote Yet Vulnerable	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemoteYetVulnerable
Removable Animal Markings	An animal's natural markings, such as spots or stripes, are removable.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovableAnimalMarkings
Removable Shell	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovableShell
Removable Steering Wheel	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovableSteeringWheel
Removable Turret Gun	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovableTurretGun
Removed Achilles Heel	A character missing a weakness or limitation that should have.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovedAchillesHeel
Removed From The Picture	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovedFromThePicture
Removing The Earpiece	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovingTheEarpiece
Removing The Head Or Destroying The Brain	The only way to kill something is by destroying or removing its head.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovingTheHeadOrDestroyingTheBrain
Removing The Rival	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RemovingTheRival
Renaissance Fair	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenaissanceFair
Renaissance Man	Character with a variety of talents.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenaissanceMan
Renaissance Music	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenaissanceMusic
Renamed The Same	A person's new name is almost identical to their original one.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenamedTheSame
Renegade Russian	The opinions expressed by Russian bad guys do not necessarily reflect the views of the Kremlin.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenegadeRussian
Renegade Splinter Faction	Evil, crazy or fanatical subsect that separated from a more decent organization.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenegadeSplinterFaction
Renowned Selective Mentor	A mentor character who is selective about who they teach.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RenownedSelectiveMentor
Rental Car Abuse	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RentalCarAbuse
Rent A Zilla	Verse-based kaiju.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RentAZilla
Repeatable Quest	Quests that can be repeated.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatableQuest
Repeat After Me	Characters following instructions literally out of ignorance, feigned, or otherwise.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatAfterMe
Repeat Cut	The same shot is seen more than once.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatCut
Repeated Cue Tardy Response	You expected an event to happen, but the spoken cue fails and you vainly keep saying it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatedCueTardyResponse
Repeated For Emphasis	A single word repeated many times for dramatic effect.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatedForEmphasis
Repeated Rehearsal Failure	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatedRehearsalFailure
Repeating Ad	Seeing that one commercial over and over and over again makes you sick.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatingAd
Repeating So The Audience Can Hear	A character repeats unheard or incomprehensible dialogue for the convenience of the audience.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatingSoTheAudienceCanHear
Repeat To Confirm	Confirming an order, an instruction, or a command by repeating it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatToConfirm
Repeat What You Just Said	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepeatWhatYouJustSaid
Repetitive Audio Glitch	Sound-making machine malfunc-func-func-func-func-func-func-func-func-func-func-func-func-func-func-func-func-func-*WHACK*	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepetitiveAudioGlitch
Repetitive Name	Given names are repeated.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepetitiveName
Replaced The Theme Tune	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacedTheThemeTune
Replaced With Replica	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacedWithReplica
Replacement Artifact	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementArtifact
Replacement Flat Character	A Flat Character becomes more well-rounded, so another Flat Character is added to the cast.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementFlatCharacter
Replacement Goldfish	A replacement for a lost loved one.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementGoldfish
Replacement Mooks	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementMooks
Replacement Scrappy	Old favorite is replaced. Fans are pissed.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementScrappy
Replacement Sibling	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplacementSibling
Replay Mode	Menu feature to repeat story or gameplay parts of a video game (battles, cutscenes, minigames, etc.).	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplayMode
Replay Value	Things that can help a game be more replayable.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplayValue
Replicant Snatching	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReplicantSnatching
Reporting Names	Codenames used for identifying enemy units.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReportingNames
Reports Of My Death Were Greatly Exaggerated	No, I'm not dead.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReportsOfMyDeathWereGreatlyExaggerated
Re Power	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RePower
Repressed Memories	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepressedMemories
Repressive But Efficient	The Empire is cruel, but efficient.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepressiveButEfficient
Reprise Medley	A reprise of multiple songs in a work, usually towards the end.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepriseMedley
Reptiles Are Abhorrent	Reptiles associated with evil.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReptilesAreAbhorrent
Repulsive Ringmaster	Circus ringmasters portrayed as antagonistic and/or creepy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepulsiveRingmaster
Repurposed Pop Song	A popular song gets used in an advertisement.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RepurposedPopSong
Required Party Member	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RequiredPartyMember
Required Secondary Powers	Powers needed for other powers to work safely.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RequiredSecondaryPowers
Required Spinoff Crossover	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RequiredSpinoffCrossover
Requisite Royal Regalia	Royals wearing extremely flashy get-ups to show their status.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RequisiteRoyalRegalia
Rereleased For Free	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RereleasedForFree
Re Release Soundtrack	A re-release of a work features a different score or soundtrack from the original release, often due to rights issues.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReReleaseSoundtrack
Rerelease The Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RereleaseTheSong
Rerouted From Heaven	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReroutedFromHeaven
Rerun	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Rerun
Rescue	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Rescue
Rescue Arc	A story arc about how someone is rescued.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueArc
Rescued From The Scrappy Heap	The Scrappy manages to redeem themselves in the eyes of the fandom.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescuedFromTheScrappyHeap
Rescued From The Underworld	Rescuing a dead character from the afterlife.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescuedFromTheUnderworld
Rescue Hug	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueHug
