character_id	description	description_english
3171	"所属：宮崎県美郷町

宮崎県美郷町公認マスコットキャラクター「みさとちゃん」です！かさについているきんかんと星の髪飾り、美郷町を流れる川のように美しい髪の毛がチャームポイントです。よろしくね♪"	"Affiliation: Misato Town, Miyazaki Prefecture

This is Misato-chan, the official mascot character of Misato Town, Miyazaki Prefecture! The charm points are the hair ornaments on the umbrella and the hair of the stars, and the beautiful hair like a river flowing through Misato Town. Nice to meet you ♪"
3251	"所属：益田市匹見町観光協会

「わさまる」は島根県益田市にある清流高津川の源流で育った匹見ワサビの妖精。熱烈な郷土愛（辛味）とキュートな笑顔（甘味）がアピールポイント。ワサビおろしを背負った自虐的でかわいい容姿が子供たちに大人気！"	"Affiliation: Masumi City Himi Town Tourism Association

""Wasamaru"" is a fairy of wasabi wasabi that grew up at the head of the clear stream Takatsu River in Masuda City, Shimane Prefecture. The appeal is the ardent local love (spicy) and cute smile (sweet). The masturbation and cute appearance with grated wasabi is very popular with children!"
3194	"所属：みやき町

はじめまして！みやき町の妖精「みやっきー」だよ♪コスモスの花飾りがとってもお気に入り。一生懸命みやき町のPR活動を頑張ってます！見かけたらお友達になってね！みんなからのあったかい応援待っとるよ～☆"	"Affiliation: Miyaki Town

Nice to meet you! It's a fairy from Miyaki Town, ""Miyaki""♪ I love the cosmos flower decorations. I'm working hard to promote Miyaki Town's PR activities! If you see it, please be friends! I'll be waiting for warm support from everyone~☆"
3209	"所属：なんしょん？あさくち実行委員会

「なんしょん？」は岡山の方言で「なにしてる？」という意味。楽しそうなところに現れては近くの人に「なんしょん？」と聞いて回っている。腰には浅口地域名産の「手延べそうめん」を巻いている。"	"Affiliation: What? Asakuchi Executive Committee

""What is it?"" means ""What are you doing?"" in the Okayama dialect. After appearing in a fun place, I asked people nearby to ask, ""What?"" On the waist, hand-rolled somen, a specialty of the Asakuchi region, is wrapped."
3193	"所属：飛騨乗鞍観光協会

日本書記に登場、地元に伝わる伝説の偉人「両面宿儺」をモチーフに誕生したご当地キャラ顔が両面(正面はニコニコ・裏面は少し怒り顔)手足もそれぞれ４本づつと他に類を見ない高山市の特別市民です。　参考　: 両面宿儺(りょうめんすくな)"	"Affiliation: Hida Norikura Tourism Association

Appeared in the Japanese secretary, the local character face that was born with the motif of the legendary great person ""Two-sided lodging"" that is handed down locally (front is Nico Nico, back is a little angry face) There are 4 limbs each and others Not a special citizen of Takayama City. Reference: Double-sided lodging"
3254	"所属：武蔵野市中央地区商店連合会

ボクはむチュー！みんなに武蔵野市にむちゅーになってほしくてボクは生まれたんだ。お祭りやイベントによく遊びにいくよ！みんなボクにむチューなんだ！ぜひ一票お願いね！！"	"Affiliation: Musashino City Central District Federation

I'm Mu-chu! I was born because I want everyone to be in Muchu in Musashino City. I often go to festivals and events! Everyone is my favorite! Please give us one vote! !"
3349	"所属：極上の会津プロジェクト協議会

あかべぇは会津地方の郷土玩具、首振りの張子『あかべこ』がモチーフにしています。あかべぇの楽しみは、会津地域１７市町村の魅力を皆さんに伝えること、美味しい郷土料理やＢ級グルメを食べることです。"	"Affiliation: Finest Aizu Project Council

The motif of Akabe is Akabeko, a local toy from the Aizu region and a swinging papier-mache. The pleasure of Akabe is to tell everyone about the charm of the 17 municipalities in the Aizu area and to eat delicious local cuisine and B-grade gourmet food."
3108	"所属：株式会社メリット

鳥取・島根のおしごと探しを応援するメリッキーですウキッ！普段は島根県松江市の株式会社メリットでのんび～りしながらウキウキ過ごしてるウキッ！"	"Affiliation: Merit Co., Ltd.

Meliki is a cheerleader looking for work in Tottori and Shimane. I usually spend my time enjoying the benefits of Matsue City, Shimane Prefecture while enjoying the excitement!"
3321	"所属：ユニコム株式会社

エシカルランドの妖精です♪『より広く、みんなにエシカル(社会貢献活動)を！』という願いが生命となったのがエシカルミン。エシカルミンの特徴は、お腹にあるエシカルハート！！エシカルハートには、ひとりのハッピーをみんなのハッピーに広げていく不思議な力が宿っています☆"	"Affiliation: Unicom Co., Ltd.

It is a fairy of ethical land♪ ""Wide the ethical (social contribution activities) to everyone! ""Esicalumin became the life that the wish."" The feature of ethicalmin is the ethical heart on your stomach! ! The ethical heart has the mysterious power to spread one's happiness to everyone's happiness☆"
3126	"所属：株式会社アップガレージ

レースクイーン界初、白猫レースクイーンのアップちゃん♪憧れのチーム「ドリフトエンジェルス」に入るため、日々奮闘中です。健気で元気なアップちゃんを、皆で応援してね！"	"Affiliation: Up Garage Co., Ltd.

For the first time in the race queen world, the white cat race queen, Up-chan ♪ I am struggling every day to join the admired team ""Drift Angels"". Please cheer up healthy and energetic Up-chan!"
3106	"所属：三軒茶屋銀座商店街振興組合（三茶しゃれなど）

僕は、お茶っ葉耳と湯呑み茶碗の頭を持った犬だわん！生まれも育ちも三茶しゃれなどです。男の子だわん！三茶の商店街、安全、安心の街作りの為、パトロールしてるわん☆友達はまだ少ないですが『浅草新にゃか』くんとイベント参加など行っているわん♪先日、世田谷区長から直に特別住民票頂いたわん♪住所・世田谷区太子堂1丁目１１番111号・平成26年11月1日生まれ（満1歳半）現在はグッツは、カレンダー、缶バッチ等作成しましたが、これからもがんばるわん♪♪活動内容（毎週日曜日歩行者天国時パトロール、近隣小学校マラソン大会、三茶マルシェ、震災募金活動、イベント多数参加）"	"Affiliation: Sangenjaya Ginza Shopping District Promotion Association (Sancha Pash, etc.)

I'm a dog with tea ears and a cup of teacup! Born and raised like Sancha pun. I'm a boy! I'm patroling to create a Sancha shopping district, a safe and secure town ☆ I have few friends, but I am participating in events such as ""Asakusa Shin Nyaka""-kun ♪ The other day, I am directly from the Mayor of Setagaya Resident's card was received♪ Address・1-1111 Taishido, Setagaya-ku・Born on November 1, 2014 (1 and a half years old) Currently, Goods has created a calendar, can batch, etc., but I will continue to do my best ♪♪ Activity contents (every Sunday pedestrian heaven patrol, neighborhood elementary school marathon event, Sancha Marche, earthquake disaster fundraising activities, many event participation)"
3331	"所属：童画館通り商店街

岡谷童画館通り商店街の『買い物＆祭』が大好きな5歳の女の子祭と聞くと誰よりも熱くなってしまう性格買い物かごとクーポン券のコレクター！お友達になって、みんなたっくさん応援してかや♪"	"Affiliation: Dogakan Dori Shopping Street

Okaya Dougakan Dori The shopping cart and voucher collector who feels hotter than anyone else when he hears that he is a 5-year-old girl festival who loves ""shopping & festivals"" in the shopping district! Becoming friends and cheering for everyone♪"
3258	"所属：特別養護老人ホームふじみ苑

ふじみ苑で介護の仕事の勉強中のふじぼうです。利用者、地域の方々とふじみ苑の懸け橋となり、「ともに歩むことを大切にします！」を叶えたいと思ってます。ちなみにモデルは富士見市の鳥カワセミです。（飛べません）よろしくおねがしま～す。"	"Affiliation: Nursing home Fujimien

Fujibo is studying nursing care at Fujimien. We hope to serve as a bridge between Fujimi-en and users and local people, and realize that ""it is important to walk together!"" By the way, the model is the bird kingfisher in Fujimi city. (I can't fly) Thank you."
3297	"所属：在沖米国総領事館

ボク、ワシんたんです！ワシントンＤＣに住んでいたんだけど、沖縄はとってもキレイなとこだと聞いて早速、飛んで来たよ。沖縄のお帽子「花笠」が大のお気に入りで、沖縄の皆さんとの交流を満喫中～♪応援ヨロシク！"	"Affiliation: US Consulate General in Okinawa

I'm Eagle Tan! I lived in Washington DC, but when I heard that Okinawa was a very beautiful place, I immediately flew away. I love the Okinawan hat ""Hanagasa"", and I'm enjoying the interaction with everyone in Okinawa."
3330	"所属：アサヒグローバル株式会社

♪夢のおうちをたてるなら♪の東海地区CMで、おなじみの「セイウチパパ」です。いいウチを広め、みんなのお役に立てるよう地域のためにがんばる、子供大好き、たのもしいパパです。"	"Affiliation: Asahi Global Co., Ltd.

♪ If you're making a dream home ♪ In the Tokai area commercial, it is a familiar ""walrus papa"". A fun, dad who loves children and works hard for the community to spread good things and serve everyone."
3421	"所属：豊中市立桜井谷小学校

桜井谷小学校の子どもたちから生まれた「元気・勇気・笑顔」が自慢の「サクラくん」です！拗ねるとツボミになるよ。弟のサクランボウやと、お米の妖精「さくらんらん」と一緒に子どもたちを見守っているよ！"	"Affiliation: Toyonaka City Sakuraiya Elementary School

""Sakura-kun"" is proud of the spirit, courage and smiles born from the children of Sakuraitani Elementary School! It will become a bud when you do it. I'm watching the children with my younger brother Sakura and the rice fairy ""Sakuraranran""!"
3257	"所属：川崎市宮前区役所

川崎市宮前区カッパーク鷺沼のカッちゃん。頭に乗っているのはハート形の四つ葉のクローバー。小学１年生で、いつも元気なクラスのムードメーカー。泣き虫な所もあるけど、勉強もスポーツも人一倍頑張っているよ。"	"Affiliation: Kawasaki City Miyamae Ward Office

Kappa from Kappa Park Saginuma, Misaki-ku, Kawasaki City. On the head is a heart-shaped four-leaf clover. A first-grade elementary student, a mood maker with a lively class. I'm a crybaby, but I'm doing my best in studying and sports."
3444	"所属：野國總管まつり実行委員会

甘藷伝来（野國總管が中国から琉球にお芋を伝えて）４００年祭を記念して僕は生まれたっち！沖縄県嘉手納町のＰＲのために頑張るっち！"	"Affiliation: Noguni Sokan Festival Executive Committee

Introducing the sweet potato (Nokuni Sokan tells Ryukyu sweet potatoes from China) I was born to commemorate the 400th anniversary festival! I'll do my best for PR in Kadena Town, Okinawa!"
3116	"所属：宝持会総合健康づくりセンター　Holly EIWA

はじめまして。ひいらぎの精のケンくん、コウちゃん2人合わせて「健康」なの。地域に密着して皆の健康づくりをサポートしてるんだ。実は職員さん達の愛?がいっぱい詰まった手作りでできているの。皆、応援よろしくね♪"	"Affiliation: Hochikai Health Promotion Center, Holly EIWA

Nice to meet you. Ken and Kou, the spirit of the holly, are in good health together. We work closely with the community to support everyone's health. Actually, it's made by hand, filled with the love of the staff. Thank you everyone for your support♪"
3388	"所属：ミュージアム花

ミュージアム花の「花っ子」です。一昨年より地元の小学生以下を対象に広島県福山市の協力で「子ども絵画作品展」を始めました。そのキャラクターとして「花っ子」が誕生しました。どうぞよろしくお願い致します。"	"Affiliation: Museum Hana

It is a ""flower child"" of the museum flower. Since last year, we have started the ""Children's Painting Exhibition"" with the cooperation of Fukuyama City, Hiroshima Prefecture, for local elementary school students and younger. ""Hanakko"" was born as that character. Thank you for your cooperation."
3187	"所属：栃木県立那須拓陽高等学校

はじめまして！！！拓（たく）ちゃんと陽（ひなた）ちゃんです。拓ちゃんは校章である茄子の花がモチーフの男の子、陽ちゃんは明るい太陽がモチーフの女の子です。校内行事だけでなく様々なイベントで那須地域を盛り上げていきますので、応援よろしくお願いします。"	"Affiliation: Tochigi Prefectural Nasu Takuyo High School

Nice to meet you! ! ! Taku-chan and Hinata-chan. Taku is a boy whose motif is the eggplant flower, which is the school badge, and Yo is a girl whose motif is the bright sun. We will liven up the Nasu area not only at school events but also at various events, so please support us."
3131	"所属：公益社団法人 日本プロサッカーリーグ

１９９３年５月１５日のＪリーグ開幕戦セレモニーで巨大な風船の姿で出現し、強い印象を残したＪリーグのマスコット。しばらく姿を見せていなかったが、昨年突如姿を現し、Ｊリーグの楽しさを伝えるべく活動中。"	"Affiliation: Japan Professional Soccer League

The J-League mascot that left a strong impression when it appeared as a giant balloon during the J-League opening game ceremony on May 15, 1993. Although he hadn't seen himself for a while, he suddenly appeared last year and is working to convey the joy of the J League."
3354	"所属：ネイルパートナー株式会社

はじめまして、ふゆゆです♪白くてまるくてやわらかいモノと赤ポリッシュ（マニキュア）をこよなく愛する不思議な妖精。いつも頭のアンテナで友達を探しています。"	"Affiliation: Nail Partner Co., Ltd.

Nice to meet you, it's Fuyuyu♪ A mysterious fairy who loves white, round and soft things and red polish (manicure). I'm always looking for friends with my head antenna."
3281	"所属：愛知教育大学

愛知教育大学では、地域の小学校や子供会に出向いて実験教室を行う訪問科学実験活動を行っています。その活動を学内外にアピールするために、マスコットキャラクターのワンダー君が昨年誕生しました。頭がアルコールランプ、しっぽが振り子になっています。好きな実験は、わたがしです！"	"Affiliation: Aichi University of Education

At Aichi University of Education, we carry out visiting science experiment activities where we go to local elementary schools and children's associations to conduct experiment classes. The mascot character, Wonder, was born last year in order to promote the activity both inside and outside the university. The head is an alcohol lamp and the tail is a pendulum. My favorite experiment is my own!"
3430	"所属：法務省人権擁護局（松山地方法務局人権擁護課）

　人権イメージキャラクターの人ＫＥＮまもる君と人ＫＥＮあゆみちゃんです。漫画家やなせたかしさんのデザインにより誕生しました。２人とも、前髪が「人」の文字、胸に「ＫＥＮ］のロゴで「人権」を表しています。　人ＫＥＮまもる君と人ＫＥＮあゆみちゃんは、法務省や法務局のイベントだけでなく、全国の地域、学校のイベントにも参加させてもらっています。みなさんとお会いして、人権について一緒に楽しく考えていくことができるよう頑張っています！よろしくお願いします！！"	"Affiliation: Human Rights Protection Bureau, Ministry of Justice (Human Rights Protection Division, Matsuyama District Legal Affairs Bureau)

Human rights image character person KEN Mamoru-kun and person KEN Ayumi-chan. It was created by the manga artist Takashi Yanase. Both of them have ""human"" in their bangs and ""KEN"" logo on their chest to show ""human rights"". HITO KEN Mamoru-kun and HITO KEN Ayumi-chan participate in not only the events of the Ministry of Justice and the Legal Affairs Bureau, but also regional and school events throughout the country. I'm working hard to meet you and have fun thinking about human rights together! Thank you! !"
3319	"所属：ストーンセレクト工業会

俺は、お城の石垣から変身した、土を留める妖怪“とまるくん”だ！自由を求めてアメリカへ渡り、モンスター界のプロフットボール選手として活躍しながら、擁壁用ブロックの技術を学んだんだ。そして今は、日本に帰国して「ストーンセレクト」の普及に励んでるのさ。みんな、俺の応援ヨロシクたのむぜ！"	"Affiliation: Stone Select Industry Association

I'm ""Tomaru-kun,"" a youkai who has transformed from the stone wall of the castle and holds the soil! I went to America for freedom and learned the technology of retaining wall blocks while playing as a professional football player in the monster world. And now I'm returning to Japan and working hard to spread ""Stone Select"". Everyone, enjoy my support!"
3159	"所属：佐世保競輪場

自転車の車輪の勢いよく回る様子が佐世保独楽のイメージにぴったり合うことから競輪と独楽をモチーフにして生まれた佐世保競輪のマスコットキャラクターです！名前は独楽の英語名と一番の「トップ」からきています！"	"Affiliation: Sasebo Velodrome

It is a mascot character of the Sasebo Bicycle Race, which was born with the motif of bicycle races and tops because the appearance of the bicycle wheels turning around perfectly matches the image of Sasebo Top! The name comes from the English name of the top and the best ""top""!"
3268	"所属：松永いきいきふるさと塾（福井県小浜市松永地区村作り団体）

僕は「いっすんそら豆」の怪童、松くん。得意技はきれのいいダンス。福井県小浜市松永小学校の児童が地元”松永をアピールし隊”とデザインし、村作り団体が”子ども達の夢を実現しよう”と僕を誕生させてくれたんだ。"	"Affiliation: Matsunaga Ikiiki Hometown Cram School (Matsunaga district village-making group in Obama City, Fukui Prefecture)

I'm Matsu-kun, a child of ""Issun sora"". Her specialty is a neat dance. The children of Matsunaga Elementary School in Obama City, Fukui Prefecture, designed the local ""Appeal Matsunaga and make a corps"", and the village-building organization gave birth to me to ""realize the dreams of children."""
3411	"所属：山形県尾花沢市

日本三雪に数えられ、全国でも有数な豪雪地帯の尾花沢市にシンシンと降る真っ白い雪の中から生まれた雪の精。特産物であるスイカ模様の半纏を着て、手には尾花沢市が発祥地である「花笠音頭」の花笠を持っています。"	"Affiliation: Obanazawa City, Yamagata Prefecture

A snow spirit born from the pure white snow that falls in Obanazawa, one of Japan's three snowfalls and one of the most heavy snowfall areas in Japan. Wearing a watermelon pattern half coat, which is a special product, and holding the Hanagasa Ondo, the origin of Obanazawa City, in her hand."
3208	"所属：命の水を運ぼう　城陽バケツリレー実行員会

１５年間続いている「命の水を運ぼう　城陽バケツリレー」というイベントのゆるきゃら「バケツーン」です。水の大切さと環境問題に取り組んでいるイベントを多くの人に知っていただき、アピールしたいと２０１５年に初登場。今年１１月２３日のイベントにも登場します。バケツリレーのバケツをモチーフにしたゆるきゃらで性別は不詳。"	"Affiliation: Carry Water of Life, Joyo Bucket Relay Executive Committee

This is the bucket bucket of the event ""Let's carry the water of life, Joyo Bucket Relay"" that has been running for 15 years. It was first released in 2015 in order to let many people know about the importance of water and the events that tackle environmental issues, and to make it appeal. It will also appear at the event on November 23rd this year. The bucket is a bucket brigade, and the gender is unknown."
3284	"所属：航空自衛隊習志野分屯基地(第１高射群第１高射隊)

航空自衛隊習志野分屯基地(第１高射群第１高射隊)のマスコット 知る人ぞ知る “パックさん４兄妹”の長女”A子“と申します。活動地域は主に千葉県内で、過去にはニコニコ超会議２０１５にも出演しました。A子のことを詳しく知りたい方は、こちらのHPをご覧下さい。http://www.mod.go.jp/asdf/narashino/"	"Affiliation: Japan Air Self-Defense Force Narashino Branch Base (1st Firing Group 1st Firing Group)

Mascot of JASDF Narashino Branch Base (1st Firing Group 1st Firing Group) My name is ""Ako"", the eldest daughter of ""Pack-san's 4 brothers and sisters"". The activity area is mainly in Chiba Prefecture, and in the past, he also appeared at Nico Nico Chokaigi 2015. If you would like to know more about Ako, please visit this website. http://www.mod.go.jp/asdf/narashino/"
3320	"所属：ソレイユ株式会社

全ての人の心の中に在る希望（笑顔でありたい）という思いに着目し生きている中で体験する痛みやショック、悩みや問題等の中で失いがちな笑顔をもう一度呼び覚ます役目として生まれたスマイリーです。"	"Affiliation: Soleil Co., Ltd.

Focusing on the desire (to smile) in everyone's heart, born again as a role to bring back a smile that tends to be lost due to pain, shock, worries and problems experienced in life. It is a smiley."
3452	"所属：㈱内子フレッシュパークからり

果物・花・香・加工・休暇を楽しむ里の、道の駅「内子フレッシュパークからり」。その「からり」の森でからりちゃんと新しい発見や出会いを楽しんで、心も体もリラックス。元気で笑顔のからりちゃんがお迎えします。"	"Affiliation: Uchiko Fresh Park Karari Co., Ltd.

Uchiko Fresh Park Karari is a roadside station where you can enjoy fruits, flowers, incense, processing, and vacation. Enjoy new discoveries and encounters with Karari in the Karari Forest, and relax your mind and body. Karari, who is cheerful and smiling, will welcome you."
3123	"所属：一番町一番街商店街振興組合

ボクのご先祖様は伊達政宗公の時代に慶長遣欧使節と一緒に日本に来たんだ。商店街にある時計塔に寄り添って居眠りをしていたら時の世界に迷いこみ、東日本大震災で時計塔が倒れた拍子に街に飛び出し、気づくとこの姿。"	"Affiliation: Ichibancho Ichibangai Shopping District Promotion Association

My ancestors came to Japan together with the Keicho envoy to Europe during the days of Date Masamune. When I was snoozing near the clock tower in the shopping district, I got lost in the world of time, jumped out into the city when the clock tower collapsed due to the Great East Japan Earthquake, and I found this figure."
3302	"所属：伊勢市消防団

わたしは桜の花びらの妖精“いせりぃ”。伊勢市消防団女性消防団員のお姉さん？たちと、「どすこい・どすこい・だいじょうぶ！！」って歌と得意のダンスで、防災や火災予防を呼びかけているの。ぜひ、わたしと一緒に踊ってみてね。"	"Affiliation: Ise City Fire Brigade

I am a fairy of cherry blossom petals, ""Iseri."" Older sister of Ise City Fire Brigade Female Fire Brigade? With them, we are calling for disaster prevention and fire prevention with a song and a good dance with ""Dosukoi, Dosukoi, Daijobu!!"" Please try dancing with me."
3290	"所属：トリップアドバイザー株式会社

ホウホウ。アメリカから来たフクロウの「オーリー」です！旅の口コミ情報を集めたサイト「トリップアドバイザー」で働いています。緑の目はGO、赤の目はSTOP。世界中のおススメの場所をみんなに伝えていくよ！"	"Affiliation: Trip Advisor Co., Ltd.

Ho-ho. It's an owl from the United States, ""Olie""! I work at ""TripAdvisor,"" a site that collects information on travel reviews. Green eyes are GO, red eyes are STOP. I will tell everyone about recommended places around the world!"
3094	"所属：着ぐるみprojectふわり

えっとー、、、４コマ漫画から人間界にでてきました。ふりかけ係のしゃけです☆みんなの笑顔と笑い声が大好き！みんなが笑顔でふりかけごはん食べてくれたら、この上なくしあわせだなぁー。なんつってなぁー☆"	"Affiliation: Kigurumi project fluffy

Well, I came out of the human world from the four-frame cartoon. It's a furry furry ☆ I love everyone's smiles and laughter! If everyone smiles and eats sprinkles, it would be the most happy. What is it ☆"
3184	"所属：株式会社カスペルスキー

ボクはネットの守り神グリーンベア。リアルとバーチャルを行き来しながらみんなをウイルスから守っているんだ！あんまりしゃべらないけど、いろんな言語が実はわかるんだよ…(￣ー￣)まじめでちょっとイタズラ好きなボクに投票してね♪"	"Affiliation: Kaspersky Corporation

I'm Green Bear, the guardian of the net. Protecting everyone from viruses while going back and forth between real and virtual! I don't talk a lot, but I know a lot of different languages..."
3396	"所属：小平町

おびらの特産品をまるごとが名前の由来。新鮮な海と山の幸をたくさん食べてこの姿に！アイボリーメロン、小平牛、お米など（詳細は小平町ＨＰで）好奇心旺盛で優しい心をもち小平町のおいしいをＰＲし続けます！"	"Affiliation: Kodaira Town

The origin of the name is the whole specialty product of obila. Eat lots of fresh sea and mountain food to make it look like this! Ivory melon, Kodaira beef, rice, etc. (For details, see Kodaira Town HP) We will continue to promote the delicious taste of Kodaira Town with a curious and gentle heart!"
3181	"所属：パワースポット株式会社

ペットと優しい人たちでいっぱいにするため、宇宙から来た、地球未公認の特派員。猫耳形地球秘密基地から活動。猫耳博士と半分サイボーグ同士で2人でひとりボッチ？。目の表情変えや、よだれ掛けから物をだせる。"	"Affiliation: Power Spot Co., Ltd.

An unrecognized correspondent from Earth who came from space to fill up with pets and kind people. Active from the Cat Ear Shaped Earth Secret Base. Dr. Nekoami and half cyborg are two people alone and Bochchi? .. You can change the look of your eyes and take out things from a bib."
3164	"所属：料亭　濱長

土佐に昔から伝わる、相撲好きの河童に似た妖怪しばてんの末裔「しばてんちゃん」。人を見ると「すもうとろう、とろうちや」と誘います。高知の観光PRに励む日々。現在料亭濱長女将の家に居候中　ちゃっちゃ～♪"	"Affiliation: Restaurant Hamacho

""Shibaten-chan,"" a descendant of the youkai Shibaten, which is similar to the sumo-loving Kappa handed down by Tosa. When you look at a person, you are invited to say, ""Sumero, Torochiya."" Days of working hard to promote tourism in Kochi. I'm currently in the house of Ryotei Hamacho."
3190	"所属：社会福祉法人 楠公会　あけぼの・保育学院

　あけぼの・保育学院のマスコットキャラクター『ぴょんちゃん』は子ども達に大人気！あけぼの・保育学院に住んでいて、学院や地域のイベントでも大活躍です！おしゃべりも得意でとっても楽しいぴょんちゃんです！「みなさん投票よろしくお願いだぴょん！」"	"Affiliation: Social Welfare Corporation Kusunoki Kai Akebono/Nursery School

The Akebono Nursery School mascot character ""Pyonchan"" is very popular with children! I live in Akebono/Nursery School and I am very active in events at the school and in the community! He is good at talking and is very fun! ""Please vote for everyone!"""
3403	"所属：すさみ町商工会（イノブタダービー実行委員会）

２８年５月３日に誕生したイノブータン王国王子すさみん！！海の色のズボンを履き、背中にはジオサイトの褶曲岩（しゅうきょくいわ）をイメージした模様が入っています。大きな王冠がお気に入り☆ちょっと傾いてる？"	"Affiliation: Susami Town Chamber of Commerce (Inobuta Derby Executive Committee)

Prince Susumin of the Kingdom of Inouboutan was born on May 3, 2016! ! Wearing sea-colored trousers and a pattern on the back that resembles a geosite fold rock. I like the big crown ☆ Is it a little tilted?"
3443	"所属：埼玉県立鶴ヶ島清風高等学校

ドラゴンとウサギのハーフ…ではなく実は、被り物をした普通のニンゲン。いつも無表情で、ミステリアスなのが魅力的。だらっとしているけど、彼（彼女？）なりに一生懸命、鶴ヶ島清風高校を盛り上げてくれています！"	"Affiliation: Saitama Prefectural Tsurugashima Seifu High School

It's not a half of a dragon and a rabbit... but actually a normal human with a headgear. It is always expressionless and mysterious. I'm laid back, but he (she?) is working hard and heaps up Tsurugashima Seifu High School!"
3351	"所属：八木山ベニーランド＆八木山3歩

ぼくベニーニョ！仙台の老舗遊園地八木山ベニーランドと仙台市観光絵本フリーペーパー冊子「八木山3歩」のコラボレーションキャラクターです！顔がベニーランドの「べ」のマークになってるよ！仙台に来たらベニーランドに遊びに来てね！"	"Affiliation: Yagiyama Benny Land & Yagiyama 3 steps

I'm Benigno! It is a collaboration character of Sendai's long-established amusement park Yagiyama Benny Land and Sendai City sightseeing picture book free paper booklet ""Yagiyama 3 steps""! The face is the mark of Benny Land's ""Be""! If you come to Sendai, come visit us at Benny Land!"
3397	"所属：京都府与謝野町

「水・緑・空」が美しく、自然豊かな与謝野町で生産されるブランド米「京の豆っこ米」をモチーフにし、織物「丹後ちりめん」の着物を身にまといお米や観光PR活動をしています。"	"Affiliation: Yosano Town, Kyoto Prefecture

With the motif of the brand rice ""Kyo no Mamekko rice"" produced in Yosano-cho, which is beautiful in ""water, green, and sky"" and rich in nature, you can wear rice in a kimono of the ""Tango Chirimen"" cloth and tourism PR activities doing."
3333	"所属：ぼんサイくんを育てる会

 【世界盆栽大会】開催地！さいたま市北区盆栽町で育った「ぼんサイくん」。樹齢千年の謎の木を青い植木鉢に植樹して、水を揚げ手入れし、日光にあてておいたら盆栽が育たずに、ぼんサイくんが育ってしまいました。"	"Affiliation: Meeting to raise Bonsai

 [World Bonsai Tournament] Venue! ""Bonsai-kun"" who grew up in Bonsai-cho, Kita-ku, Saitama city. When a thousand year old mysterious tree was planted in a blue flowerpot, watered and cared for, and exposed to sunlight, the bonsai did not grow, but Bonsai grew."
3437	"所属：シダックスフードサービス株式会社中国支店

良寛さんは新潟県三島郡出雲崎町出身の僧侶。岡山県倉敷市玉島の円通寺で修行されたとか。書の達人、歌詠みの名人。でも毬つきが最も得意。食べ歩きやぶらり旅が大好きで新潟や岡山をＰＲするのがマイブーム。"	"Affiliation: Sidax Food Service Co., Ltd. China Branch

Ryokan is a monk from Izumozaki-cho, Mishima-gun, Niigata Prefecture. He was trained at Entsuji Temple in Tamashima, Kurashiki City, Okayama Prefecture. Master of calligraphy, master of poems. But I'm the best at being timid. I love eating and walking and my favorite is to promote Niigata and Okayama."
3283	"所属：千葉県東金市立東中学校

本校創立30周年を記念して生徒・教員・地域の方に広くデザインを募集して決定したキャラクターです。本校の周囲の水田の稲　米粒　カバンをデザインに盛り込み、このキャラクターを作りました。生徒　保護者　地域　の思いで生み出したキャラクターです。"	"Affiliation: Togane Municipal Higashi Junior High School, Chiba Prefecture

It is a character that has been decided by widely recruiting designs for students, teachers, and locals in commemoration of the 30th anniversary of our school. We created this character by incorporating rice grain bags from the rice fields around our school into the design. It is a character created with the thought of the student guardian area."
3346	"所属：株式会社プロトン

天の川に生息するカッパ。地球を侵略する為にやって来たが、いろいろあって毎日オモチャが送られてくる事になりオモチャにハマる。やがて地球侵略という壮大な使命を忘れてしまい、今や外へ出掛ける気配もない。"	"Affiliation: Proton Co., Ltd.

Kappa that lives in the Milky Way. I came to invade the earth, but due to various things, toys are sent every day and I am addicted to toys. Eventually, I forgot the grand mission of invading the earth, and now I have no sign of going outside."
3207	"所属：株式会社　サンブランチ

名前は「ばねちゃん」です。飛び跳ね飛躍するイメージを持って東京で生まれました。小鳥のイメージや、ひよこのイメージも持っています。また園児の通園スタイルです。体は黄色、帽子と手は赤色で遠くからもすぐに分ります。大人から乳児まで親しめるゆるキャラです。是非応援してください。たくさんの皆様の投票をお待ちしています。"	"Affiliation: Sun Branch Co., Ltd.

The name is ""Spring-chan"". I was born in Tokyo with the image of jumping and jumping. I also have images of birds and chicks. In addition, it is a kindergarten style for children. The body is yellow and the hat and hands are red. It is a loose character that can be used by adults and infants. Please support us. We are waiting for the votes of many people."
3272	"所属：サンライズ王国実行委員会

名　　前：ライズくん生年月日：1989.6.16　サンライズ王国建国に伴い生まれた由　　来：太陽が昇る様をイメージ身　　長：太陽とおなじ体　　重：太陽とおなじ性　　格：太陽のように陽気で明るい性格特　　技：朝日の力を借りてみんなの心を明るく、笑顔にすることが　　　　　できる"	"Affiliation: Sunrise Kingdom Executive Committee

Name: Rise-kun Date of Birth: 1989.6.16 Reason for the birth of the Kingdom of Sunrise Kingdom: The image of the rising sun Body length: The same body as the sun Heavy: The same as the sun Personality: Cheerful and bright like the sun Characteristic special skill: With the help of Asahi, you can make everyone's heart bright and smile"
